Date/Time,HVAC [kW](Hourly),Electrical appliances [kW](Hourly),Hourly Total Load Consumption,PV Generation Trabzon [kW],PV Generation Antalya [kW]
 08/01  19:00:00,1.331541401,0.315283627,1.646825027,0.03777567,0
 08/01  20:00:00,1.203227351,0.282131328,1.485358679,0,0
 08/01  21:00:00,1.072414816,0.267221753,1.339636569,0,0
 08/01  22:00:00,0.88983215,0.216614016,1.106446166,0,0
 08/01  23:00:00,0.703304456,0.147046288,0.850350745,0,0
 08/01  24:00:00,0.550835915,0.097980898,0.648816813,0,0
 08/02  01:00:00,0.447829372,0.083557222,0.531386595,0,0
 08/02  02:00:00,0.351938404,0.071716944,0.423655349,0,0
 08/02  03:00:00,0.303904513,0.064227478,0.368131991,0,0
 08/02  04:00:00,0.253189154,0.073600834,0.326789988,0,0
 08/02  05:00:00,0.246326751,0.085460359,0.33178711,0.044263536,0.079736154
 08/02  06:00:00,0.284833017,0.135831743,0.42066476,0.33520641,0.517653066
 08/02  07:00:00,0.326941432,0.209298552,0.536239983,0.793598016,1.081367172
 08/02  08:00:00,0.332137447,0.269902798,0.602040245,1.246288164,1.627667958
 08/02  09:00:00,0.335406021,0.330854517,0.666260539,1.648451598,2.053704492
 08/02  10:00:00,0.391440933,0.346769243,0.738210176,2.003458638,2.39517408
 08/02  11:00:00,0.441792495,0.361069092,0.802861587,2.229438594,2.445672708
 08/02  12:00:00,0.543852468,0.350527101,0.894379569,2.30979264,2.52338667
 08/02  13:00:00,0.671329032,0.31944517,0.990774202,2.339226768,2.34490014
 08/02  14:00:00,0.782990017,0.294631346,1.077621363,2.120886204,2.012305728
 08/02  15:00:00,0.981529913,0.301544743,1.283074656,1.786325772,1.571215098
 08/02  16:00:00,1.082410842,0.34346013,1.425870972,1.35009402,1.11023958
 08/02  17:00:00,1.188077275,0.420322531,1.608399805,0.845781804,0.528241488
 08/02  18:00:00,1.232049989,0.383153985,1.615203974,0.35121543,0.106839144
 08/02  19:00:00,1.157128101,0.315283627,1.472411728,0.036455628,0
 08/02  20:00:00,1.032034282,0.282131328,1.31416561,0,0
 08/02  21:00:00,0.947833191,0.267221753,1.215054944,0,0
 08/02  22:00:00,0.828311793,0.216614016,1.044925809,0,0
 08/02  23:00:00,0.677592412,0.147046288,0.824638701,0,0
 08/02  24:00:00,0.548083408,0.097980898,0.646064307,0,0
 08/03  01:00:00,0.444031546,0.083557222,0.527588768,0,0
 08/03  02:00:00,0.3718873,0.071716944,0.443604244,0,0
 08/03  03:00:00,0.313603502,0.064227478,0.37783098,0,0
 08/03  04:00:00,0.262375288,0.073600834,0.335976122,0,0
 08/03  05:00:00,0.242479066,0.085460359,0.327939425,0.031119288,0.076646694
 08/03  06:00:00,0.251955116,0.135831743,0.387786859,0.202106856,0.47521512
 08/03  07:00:00,0.295889715,0.209298552,0.505188267,0.531274776,1.012022838
 08/03  08:00:00,0.29801775,0.269902798,0.567920548,0.896392776,1.412051736
 08/03  09:00:00,0.452230307,0.330854517,0.783084824,1.327456704,1.763210994
 08/03  10:00:00,0.756292109,0.346769243,1.103061352,1.58447169,2.237218416
 08/03  11:00:00,0.888494924,0.361069092,1.249564015,1.920857712,2.439381444
 08/03  12:00:00,1.081652245,0.350527101,1.432179346,2.047525572,2.296395618
 08/03  13:00:00,1.293391512,0.31944517,1.612836682,2.12428461,2.31878016
 08/03  14:00:00,1.554320569,0.294631346,1.848951915,1.995538386,1.968997116
 08/03  15:00:00,1.816390493,0.301544743,2.117935236,1.60736178,1.572816
 08/03  16:00:00,1.887134766,0.34346013,2.230594896,1.110997902,1.097095332
 08/03  17:00:00,1.806754089,0.420322531,2.22707662,0.659964828,0.559164174
 08/03  18:00:00,1.621703461,0.383153985,2.004857445,0.260244876,0.092037822
 08/03  19:00:00,1.406040291,0.315283627,1.721323918,0.030585654,0
 08/03  20:00:00,1.203879219,0.282131328,1.486010547,0,0
 08/03  21:00:00,1.048307783,0.267221753,1.315529537,0,0
 08/03  22:00:00,0.835008603,0.216614016,1.051622619,0,0
 08/03  23:00:00,0.647389974,0.147046288,0.794436263,0,0
 08/03  24:00:00,0.494355368,0.097980898,0.592336267,0,0
 08/04  01:00:00,0.372601969,0.083557222,0.456159191,0,0
 08/04  02:00:00,0.294631801,0.071716944,0.366348745,0,0
 08/04  03:00:00,0.215656545,0.064227478,0.279884023,0,0
 08/04  04:00:00,0.162968193,0.073600834,0.236569027,0,0
 08/04  05:00:00,0.158816481,0.085460359,0.24427684,0.02654127,0.078809316
 08/04  06:00:00,0.136598298,0.135831743,0.272430041,0.24828024,0.48153447
 08/04  07:00:00,0.188758106,0.209298552,0.398056658,0.634715514,1.01615148
 08/04  08:00:00,0.20426311,0.269902798,0.474165908,1.065976044,1.533046224
 08/04  09:00:00,0.285479904,0.330854517,0.616334422,1.486339206,1.966918752
 08/04  10:00:00,0.429652972,0.346769243,0.776422215,1.787224524,2.13228912
 08/04  11:00:00,0.603860824,0.361069092,0.964929915,2.00239137,2.462131104
 08/04  12:00:00,0.818938285,0.350527101,1.169465386,2.108753052,2.42045148
 08/04  13:00:00,0.987742979,0.31944517,1.307188149,2.113415328,2.297912262
 08/04  14:00:00,1.281318403,0.294631346,1.575949749,1.944562296,1.957509942
 08/04  15:00:00,1.533641087,0.301544743,1.835185829,1.566552822,1.536809748
 08/04  16:00:00,1.666754856,0.34346013,2.010214987,1.201182048,1.080271818
 08/04  17:00:00,1.875408478,0.420322531,2.295731009,0.72026547,0.53700432
 08/04  18:00:00,1.813027805,0.383153985,2.19618179,0.276394326,0.092739972
 08/04  19:00:00,1.630239194,0.315283627,1.945522821,0.028872408,0
 08/04  20:00:00,1.278980542,0.282131328,1.56111187,0,0
 08/04  21:00:00,1.080135685,0.267221753,1.347357438,0,0
 08/04  22:00:00,0.873003314,0.216614016,1.08961733,0,0
 08/04  23:00:00,0.671372875,0.147046288,0.818419163,0,0
 08/04  24:00:00,0.486577112,0.097980898,0.58455801,0,0
 08/05  01:00:00,0.357235159,0.087504247,0.444739406,0,0
 08/05  02:00:00,0.275211818,0.074328183,0.349540001,0,0
 08/05  03:00:00,0.222365924,0.065592882,0.287958806,0,0
 08/05  04:00:00,0.192366198,0.076271989,0.268638188,0,0
 08/05  05:00:00,0.193639608,0.089557052,0.283196659,0.031568664,0.078556542
 08/05  06:00:00,0.242012673,0.146457255,0.388469928,0.249010476,0.502290024
 08/05  07:00:00,0.27421102,0.230459914,0.504670934,0.619633332,1.049405304
 08/05  08:00:00,0.280810038,0.302340099,0.583150137,0.967309926,1.404889806
 08/05  09:00:00,0.328061683,0.375885576,0.703947259,1.30066266,1.960487058
 08/05  10:00:00,0.459563613,0.397685472,0.857249085,1.12596774,2.296395618
 08/05  11:00:00,0.566690645,0.413557851,0.980248496,1.855950966,2.521870026
 08/05  12:00:00,0.720276223,0.398337607,1.11861383,1.313778822,2.51917377
 08/05  13:00:00,0.87455892,0.363033203,1.237592123,1.369023984,2.408430672
 08/05  14:00:00,1.079483336,0.333756918,1.413240254,1.20165951,2.06670831
 08/05  15:00:00,1.265147866,0.338603716,1.603751582,1.242468468,1.631206794
 08/05  16:00:00,1.439620821,0.37937805,1.81899887,0.980847378,1.121305464
 08/05  17:00:00,1.73064609,0.455674461,2.186320551,0.577420074,0.56410731
 08/05  18:00:00,1.642939965,0.417464301,2.060404266,0.274624908,0.115236858
 08/05  19:00:00,1.489471528,0.349528381,1.838999908,0.02724342,0
 08/05  20:00:00,1.256023517,0.316986698,1.573010216,0,0
 08/05  21:00:00,1.085587075,0.302828611,1.388415686,0,0
 08/05  22:00:00,0.864180744,0.244907228,1.109087972,0,0
 08/05  23:00:00,0.673296277,0.162581134,0.835877411,0,0
 08/05  24:00:00,0.492717105,0.104554582,0.597271687,0,0
 08/06  01:00:00,0.365621287,0.087504247,0.453125534,0,0
 08/06  02:00:00,0.271145052,0.074328183,0.345473235,0,0
 08/06  03:00:00,0.213845193,0.065592882,0.279438075,0,0
 08/06  04:00:00,0.161852902,0.076271989,0.238124892,0,0
 08/06  05:00:00,0.12927538,0.089557052,0.218832432,0.032832534,0.076169232
 08/06  06:00:00,0.164964606,0.146457255,0.311421861,0.300492114,0.473979336
 08/06  07:00:00,0.209531973,0.230459914,0.439991887,0.651061566,1.01432589
 08/06  08:00:00,0.297169661,0.302340099,0.59950976,1.070104686,1.522570146
 08/06  09:00:00,0.440700716,0.375885576,0.816586292,1.5236655,1.995285612
 08/06  10:00:00,0.791134366,0.397685472,1.188819838,1.997981868,2.312629326
 08/06  11:00:00,0.871833866,0.413557851,1.285391717,2.335463244,2.383181358
 08/06  12:00:00,0.990886867,0.398337607,1.389224474,2.461091922,2.435589834
 08/06  13:00:00,1.259691136,0.363033203,1.622724338,2.266455942,2.144141412
 08/06  14:00:00,1.435605898,0.333756918,1.769362817,2.119706592,1.92515487
 08/06  15:00:00,1.635176369,0.338603716,1.973780084,1.80564894,1.53461904
 08/06  16:00:00,1.75244244,0.37937805,2.13182049,1.29251772,1.059600522
 08/06  17:00:00,1.953448725,0.455674461,2.409123186,0.831092826,0.545654808
 08/06  18:00:00,1.722357934,0.417464301,2.139822234,0.249207078,0.10181175
 08/06  19:00:00,1.597360537,0.349528381,1.946888918,0.02794557,0
 08/06  20:00:00,1.3658367,0.316986698,1.682823399,0,0
 08/06  21:00:00,1.163491217,0.302828611,1.466319828,0,0
 08/06  22:00:00,0.956657141,0.244907228,1.201564369,0,0
 08/06  23:00:00,0.792681619,0.162581134,0.955262752,0,0
 08/06  24:00:00,0.617811385,0.104554582,0.722365967,0,0
 08/07  01:00:00,0.507985104,0.083557222,0.591542327,0,0
 08/07  02:00:00,0.414883357,0.071716944,0.486600302,0,0
 08/07  03:00:00,0.362068005,0.064227478,0.426295483,0,0
 08/07  04:00:00,0.324538092,0.073600834,0.398138926,0,0
 08/07  05:00:00,0.318797407,0.085460359,0.404257766,0.031287804,0.068866872
 08/07  06:00:00,0.346944156,0.135831743,0.482775899,0.273501468,0.41525151
 08/07  07:00:00,0.400616671,0.209298552,0.609915223,0.72377622,1.00716396
 08/07  08:00:00,0.464869582,0.269902798,0.73477238,1.186015608,1.511785122
 08/07  09:00:00,0.65165965,0.330854517,0.982514168,1.549392276,1.914229416
 08/07  10:00:00,0.95231495,0.346769243,1.299084192,1.977310572,2.192477418
 08/07  11:00:00,1.018409363,0.361069092,1.379478454,2.07372981,2.338777392
 08/07  12:00:00,1.216603999,0.350527101,1.5671311,2.149505838,2.3423724
 08/07  13:00:00,1.461911344,0.31944517,1.781356514,1.690580598,2.088531132
 08/07  14:00:00,1.684150747,0.294631346,1.978782093,1.028762094,1.834240488
 08/07  15:00:00,1.973526003,0.301544743,2.275070746,0.868952754,1.457045508
 08/07  16:00:00,2.082449314,0.34346013,2.425909444,0.93863412,0.973011384
 08/07  17:00:00,2.3192249,0.420322531,2.739547431,0.546665904,0.47998974
 08/07  18:00:00,2.094163876,0.383153985,2.477317861,0.184918224,0.100632138
 08/07  19:00:00,1.860143124,0.315283627,2.175426751,0.023564154,0
 08/07  20:00:00,1.564446021,0.282131328,1.846577349,0,0
 08/07  21:00:00,1.275009609,0.267221753,1.542231362,0,0
 08/07  22:00:00,1.013695883,0.216614016,1.230309899,0,0
 08/07  23:00:00,0.791122115,0.147046288,0.938168403,0,0
 08/07  24:00:00,0.59132481,0.097980898,0.689305709,0,0
 08/08  01:00:00,0.449516586,0.083557222,0.533073809,0,0
 08/08  02:00:00,0.344174773,0.071716944,0.415891717,0,0
 08/08  03:00:00,0.280101367,0.064227478,0.344328844,0,0
 08/08  04:00:00,0.225019621,0.073600834,0.298620455,0,0
 08/08  05:00:00,0.212556761,0.085460359,0.29801712,0.028563462,0.067181712
 08/08  06:00:00,0.265560148,0.135831743,0.401391891,0.282348558,0.434378076
 08/08  07:00:00,0.322828365,0.209298552,0.532126917,0.706053954,1.025784978
 08/08  08:00:00,0.384269783,0.269902798,0.654172582,1.17006276,1.56312633
 08/08  09:00:00,0.536371829,0.330854517,0.867226346,1.613849646,1.823034174
 08/08  10:00:00,0.854368384,0.346769243,1.201137626,1.94958969,2.268450048
 08/08  11:00:00,0.968277908,0.361069092,1.329346999,2.173069992,2.42424309
 08/08  12:00:00,1.142596516,0.350527101,1.493123617,2.27201697,2.372312076
 08/08  13:00:00,1.367636088,0.31944517,1.687081258,2.204413968,2.211828672
 08/08  14:00:00,1.583970163,0.294631346,1.878601509,2.003149692,1.856540772
 08/08  15:00:00,1.754173689,0.301544743,2.055718432,1.728159666,1.434127332
 08/08  16:00:00,1.965158955,0.34346013,2.308619086,1.257747252,0.971831772
 08/08  17:00:00,2.268341964,0.420322531,2.688664495,0.740262702,0.486533778
 08/08  18:00:00,2.075311695,0.383153985,2.45846568,0.28563462,0.069456678
 08/08  19:00:00,1.85729291,0.315283627,2.172576537,0.0224688,0
 08/08  20:00:00,1.524181072,0.282131328,1.8063124,0,0
 08/08  21:00:00,1.282728754,0.267221753,1.549950507,0,0
 08/08  22:00:00,1.041169662,0.216614016,1.257783678,0,0
 08/08  23:00:00,0.825460332,0.147046288,0.972506621,0,0
 08/08  24:00:00,0.646459151,0.097980898,0.74444005,0,0
 08/09  01:00:00,0.485938457,0.083557222,0.569495679,0,0
 08/09  02:00:00,0.394876587,0.071716944,0.466593531,0,0
 08/09  03:00:00,0.332642409,0.064227478,0.396869887,0,0
 08/09  04:00:00,0.289085156,0.073600834,0.36268599,0,0
 08/09  05:00:00,0.280135322,0.085460359,0.365595681,0.026148066,0.063165414
 08/09  06:00:00,0.308120956,0.135831743,0.443952699,0.275776434,0.388317036
 08/09  07:00:00,0.360295007,0.209298552,0.569593559,0.689342784,0.974106738
 08/09  08:00:00,0.423476771,0.269902798,0.693379569,1.15321116,1.538719596
 08/09  09:00:00,0.581079923,0.330854517,0.911934441,1.557340614,1.992729786
 08/09  10:00:00,0.91367323,0.346769243,1.260442473,1.914594534,2.281538124
 08/09  11:00:00,1.067819119,0.361069092,1.42888821,2.073392778,2.395960488
 08/09  12:00:00,1.239570071,0.350527101,1.590097172,2.253564468,2.272241658
 08/09  13:00:00,1.452938506,0.31944517,1.772383676,2.048986044,2.203796076
 08/09  14:00:00,1.723827424,0.294631346,2.01845877,1.889682252,1.838846592
 08/09  15:00:00,1.997932377,0.301544743,2.29947712,1.51692486,1.4969838
 08/09  16:00:00,2.222836924,0.34346013,2.566297054,1.100100534,1.04100759
 08/09  17:00:00,2.471670266,0.420322531,2.891992797,0.64401198,0.502093422
 08/09  18:00:00,2.243373351,0.383153985,2.626527336,0.227833632,0.091335672
 08/09  19:00:00,1.886496445,0.315283627,2.201780071,0.019716372,0
 08/09  20:00:00,1.544094865,0.282131328,1.826226193,0,0
 08/09  21:00:00,1.28435804,0.267221753,1.551579794,0,0
 08/09  22:00:00,1.038938098,0.216614016,1.255552114,0,0
 08/09  23:00:00,0.796971567,0.147046288,0.944017855,0,0
 08/09  24:00:00,0.599256611,0.097980898,0.697237509,0,0
 08/10  01:00:00,0.459215062,0.083557222,0.542772284,0,0
 08/10  02:00:00,0.35537713,0.071716944,0.427094074,0,0
 08/10  03:00:00,0.280528383,0.064227478,0.344755861,0,0
 08/10  04:00:00,0.220935002,0.073600834,0.294535836,0,0
 08/10  05:00:00,0.19437913,0.085460359,0.279839489,0.016598826,0.063137328
 08/10  06:00:00,0.190181997,0.135831743,0.32601374,0.201573222,0.46538502
 08/10  07:00:00,0.251745807,0.209298552,0.461044359,0.444769896,1.072969458
 08/10  08:00:00,0.27762957,0.269902798,0.547532369,0.737875392,1.525294488
 08/10  09:00:00,0.435440835,0.330854517,0.766295352,0.983796408,2.000313006
 08/10  10:00:00,0.834172711,0.346769243,1.180941954,1.15587933,2.350124136
 08/10  11:00:00,0.976019843,0.361069092,1.337088935,1.359418572,2.43238803
 08/10  12:00:00,1.281076151,0.350527101,1.631603251,1.530434226,2.378996544
 08/10  13:00:00,1.532297315,0.31944517,1.851742485,1.249489968,2.115830724
 08/10  14:00:00,1.933958113,0.294631346,2.228589459,1.460106882,1.814046654
 08/10  15:00:00,2.283901708,0.301544743,2.585446451,1.16753502,1.388234808
 08/10  16:00:00,2.446581198,0.34346013,2.790041329,0.785312646,0.90394791
 08/10  17:00:00,2.71212099,0.420322531,3.132443521,0.424688406,0.414717876
 08/10  18:00:00,2.436808116,0.383153985,2.819962101,0.138267378,0.079146348
 08/10  19:00:00,2.005798595,0.315283627,2.321082221,0.013958742,0
 08/10  20:00:00,1.561528617,0.282131328,1.843659945,0,0
 08/10  21:00:00,1.256186236,0.267221753,1.523407989,0,0
 08/10  22:00:00,0.959298928,0.216614016,1.175912944,0,0
 08/10  23:00:00,0.750219415,0.147046288,0.897265704,0,0
 08/10  24:00:00,0.537865487,0.097980898,0.635846385,0,0
 08/11  01:00:00,0.397937835,0.083557222,0.481495057,0,0
 08/11  02:00:00,0.295306422,0.071716944,0.367023366,0,0
 08/11  03:00:00,0.232296459,0.064227478,0.296523937,0,0
 08/11  04:00:00,0.177990383,0.073600834,0.251591217,0,0
 08/11  05:00:00,0.16460397,0.085460359,0.250064329,0.01095354,0.05982318
 08/11  06:00:00,0.162518977,0.135831743,0.29835072,0.172082922,0.461705754
 08/11  07:00:00,0.241922305,0.209298552,0.451220857,0.38983368,1.04493963
 08/11  08:00:00,0.334430928,0.269902798,0.604333727,0.593934642,1.576719954
 08/11  09:00:00,0.515052734,0.330854517,0.845907251,0.778628178,2.025337632
 08/11  10:00:00,0.964258858,0.346769243,1.3110281,0.93821283,2.150882052
 08/11  11:00:00,1.114302356,0.361069092,1.475371448,1.145038134,2.344956312
 08/11  12:00:00,1.363417649,0.350527101,1.71394475,1.475891214,2.267832156
 08/11  13:00:00,1.620218075,0.31944517,1.939663245,1.810901022,2.026376814
 08/11  14:00:00,1.990974658,0.294631346,2.285606004,1.829156922,1.812501924
 08/11  15:00:00,2.249318226,0.301544743,2.550862969,1.42101117,1.39432947
 08/11  16:00:00,2.426263104,0.34346013,2.769723234,0.890157684,0.957395568
 08/11  17:00:00,2.751998092,0.420322531,3.172320622,0.468277878,0.444067746
 08/11  18:00:00,2.368240818,0.383153985,2.751394803,0.134054478,0.077348844
 08/11  19:00:00,2.021155514,0.315283627,2.33643914,0.011627604,0
 08/11  20:00:00,1.58745052,0.282131328,1.869581848,0,0
 08/11  21:00:00,1.304398394,0.267221753,1.571620147,0,0
 08/11  22:00:00,1.05341862,0.216614016,1.270032636,0,0
 08/11  23:00:00,0.831477358,0.147046288,0.978523646,0,0
 08/11  24:00:00,0.630806474,0.097980898,0.728787373,0,0
 08/12  01:00:00,0.435450349,0.064748776,0.500199125,0,0
 08/12  02:00:00,0.336509881,0.059173769,0.39568365,0,0
 08/12  03:00:00,0.26135476,0.057545261,0.318900022,0,0
 08/12  04:00:00,0.189208683,0.061073825,0.250282508,0,0
 08/12  05:00:00,0.17155351,0.06541156,0.23696507,0.009605412,0.05701458
 08/12  06:00:00,0.138966048,0.08484581,0.223811858,0.17034159,0.443843058
 08/12  07:00:00,0.211556528,0.109439254,0.320995781,0.36736488,1.06179123
 08/12  08:00:00,0.298315941,0.115001973,0.413317913,0.621318492,1.595032026
 08/12  09:00:00,0.516683884,0.118440819,0.635124703,0.849994704,2.004413562
 08/12  10:00:00,0.875078121,0.109439254,0.984517374,0.740290788,2.306366148
 08/12  11:00:00,1.089164934,0.118127012,1.207291947,0.852578616,2.471259054
 08/12  12:00:00,1.293531025,0.129668263,1.423199288,1.119255186,2.455334292
 08/12  13:00:00,1.600593082,0.11663048,1.717223563,1.308470568,2.299176132
 08/12  14:00:00,1.868020352,0.113218333,1.981238686,1.313975424,1.89397941
 08/12  15:00:00,2.108720497,0.129668263,2.23838876,1.250641494,1.51229067
 08/12  16:00:00,2.245372101,0.176405183,2.421777284,0.866003724,1.054741644
 08/12  17:00:00,2.477706497,0.253803796,2.731510294,0.47563641,0.52703379
 08/12  18:00:00,2.200077817,0.215016545,2.415094362,0.136160928,0.09085821
 08/12  19:00:00,1.884428496,0.143443455,2.02787195,0.015503472,0
 08/12  20:00:00,1.523893956,0.110983711,1.634877667,0,0
 08/12  21:00:00,1.245363068,0.096706534,1.342069602,0,0
 08/12  22:00:00,1.022499126,0.082547897,1.105047022,0,0
 08/12  23:00:00,0.790085098,0.07237235,0.862457448,0,0
 08/12  24:00:00,0.580282588,0.065988171,0.646270759,0,0
 08/13  01:00:00,0.438189175,0.064748776,0.502937951,0,0
 08/13  02:00:00,0.335151567,0.059173769,0.394325336,0,0
 08/13  03:00:00,0.255717604,0.057545261,0.313262865,0,0
 08/13  04:00:00,0.194366181,0.061073825,0.255440006,0,0
 08/13  05:00:00,0.169260917,0.06541156,0.234672477,0.0154473,0.063221586
 08/13  06:00:00,0.141413034,0.08484581,0.226258844,0.178093326,0.490156872
 08/13  07:00:00,0.19449888,0.109439254,0.303938134,0.477124968,1.059769038
 08/13  08:00:00,0.280700817,0.115001973,0.39570279,0.894482928,1.59893598
 08/13  09:00:00,0.507647348,0.118440819,0.626088167,1.277969172,2.054743674
 08/13  10:00:00,0.905404048,0.109439254,1.014843301,1.612164486,2.38099065
 08/13  11:00:00,1.03587395,0.118127012,1.154000963,1.909230108,2.496789228
 08/13  12:00:00,1.25632142,0.129668263,1.385989683,2.144141412,2.493699768
 08/13  13:00:00,1.488826104,0.11663048,1.605456585,2.22806238,2.313219132
 08/13  14:00:00,1.749439724,0.113218333,1.862658057,2.036263086,1.997448234
 08/13  15:00:00,2.044234716,0.129668263,2.173902978,1.699231086,1.57787148
 08/13  16:00:00,2.160756632,0.176405183,2.337161815,1.241148426,1.063644906
 08/13  17:00:00,2.203118483,0.253803796,2.456922279,0.61494297,0.502149594
 08/13  18:00:00,2.10499123,0.215016545,2.320007775,0.243000072,0.081646002
 08/13  19:00:00,1.880405981,0.143443455,2.023849436,0.019323168,0
 08/13  20:00:00,1.500584978,0.110983711,1.611568689,0,0
 08/13  21:00:00,1.259085901,0.096706534,1.355792435,0,0
 08/13  22:00:00,1.021073945,0.082547897,1.103621842,0,0
 08/13  23:00:00,0.814057582,0.07237235,0.886429932,0,0
 08/13  24:00:00,0.644975248,0.065988171,0.710963419,0,0
 08/14  01:00:00,0.509363294,0.064748776,0.57411207,0,0
 08/14  02:00:00,0.424133264,0.059173769,0.483307033,0,0
 08/14  03:00:00,0.351035198,0.057545261,0.40858046,0,0
 08/14  04:00:00,0.305544185,0.061073825,0.36661801,0,0
 08/14  05:00:00,0.272299883,0.06541156,0.337711444,0.01474515,0.058783998
 08/14  06:00:00,0.288063297,0.08484581,0.372909106,0.16837557,0.476282388
 08/14  07:00:00,0.343274213,0.109439254,0.452713466,0.437636052,0.922288068
 08/14  08:00:00,0.408138301,0.115001973,0.523140273,0.768629562,1.399581552
 08/14  09:00:00,0.567571515,0.118440819,0.686012334,1.13228709,1.88063856
 08/14  10:00:00,0.907478269,0.109439254,1.016917523,1.555374594,2.16669447
 08/14  11:00:00,1.006738336,0.118127012,1.124865348,1.799554278,2.493081876
 08/14  12:00:00,1.257619812,0.129668263,1.387288075,1.999638942,2.441066604
 08/14  13:00:00,1.465033279,0.11663048,1.581663759,2.151331428,2.246234022
 08/14  14:00:00,1.690646577,0.113218333,1.80386491,1.97767569,1.92375057
 08/14  15:00:00,1.959272073,0.129668263,2.088940336,1.632948126,1.503218892
 08/14  16:00:00,2.109124555,0.176405183,2.285529739,1.15096428,0.992194122
 08/14  17:00:00,2.361371071,0.253803796,2.615174868,0.66549777,0.452633976
 08/14  18:00:00,2.027204055,0.215016545,2.2422206,0.233366574,0.070299258
 08/14  19:00:00,1.699971928,0.143443455,1.843415383,0,0
 08/14  20:00:00,1.420740241,0.110983711,1.531723953,0,0
 08/14  21:00:00,1.221396309,0.096706534,1.318102843,0,0
 08/14  22:00:00,0.996353666,0.082547897,1.078901563,0,0
 08/14  23:00:00,0.792914597,0.07237235,0.865286947,0,0
 08/14  24:00:00,0.611798282,0.065988171,0.677786453,0,0
 08/15  01:00:00,0.511355546,0.064748776,0.576104322,0,0
 08/15  02:00:00,0.424078006,0.059173769,0.483251775,0,0
 08/15  03:00:00,0.359658929,0.057545261,0.41720419,0,0
 08/15  04:00:00,0.291359744,0.061073825,0.35243357,0,0
 08/15  05:00:00,0.269416661,0.06541156,0.334828222,0.020727468,0.047970888
 08/15  06:00:00,0.252129203,0.08484581,0.336975012,0.244966092,0.364443936
 08/15  07:00:00,0.296899204,0.109439254,0.406338458,0.685803948,0.970820676
 08/15  08:00:00,0.370269659,0.115001973,0.485271631,1.18438662,1.452636006
 08/15  09:00:00,0.517045359,0.118440819,0.635486179,1.668224142,1.89636672
 08/15  10:00:00,0.799849281,0.109439254,0.909288535,1.964278668,2.076706926
 08/15  11:00:00,0.879154744,0.118127012,0.997281756,2.095271772,2.32804854
 08/15  12:00:00,1.074252328,0.129668263,1.203920591,2.093979816,2.324565876
 08/15  13:00:00,1.308822806,0.11663048,1.425453286,1.913162148,2.20980648
 08/15  14:00:00,1.550246253,0.113218333,1.663464586,1.78472487,1.938973182
 08/15  15:00:00,1.796831041,0.129668263,1.926499304,1.40486172,1.55090892
 08/15  16:00:00,1.933909709,0.176405183,2.110314892,0.97514592,1.021263132
 08/15  17:00:00,2.186801909,0.253803796,2.440605705,0.555765768,0.472799724
 08/15  18:00:00,1.958940386,0.215016545,2.173956931,0.207471282,0.07190016
 08/15  19:00:00,1.643988634,0.143443455,1.787432089,0,0
 08/15  20:00:00,1.356625051,0.110983711,1.467608762,0,0
 08/15  21:00:00,1.111171704,0.096706534,1.207878238,0,0
 08/15  22:00:00,0.874786626,0.082547897,0.957334523,0,0
 08/15  23:00:00,0.700093862,0.07237235,0.772466212,0,0
 08/15  24:00:00,0.520811364,0.065988171,0.586799536,0,0
 08/16  01:00:00,0.387029309,0.064748776,0.451778085,0,0
 08/16  02:00:00,0.305291084,0.059173769,0.364464853,0,0
 08/16  03:00:00,0.23373386,0.057545261,0.291279121,0,0
 08/16  04:00:00,0.177250097,0.061073825,0.238323922,0,0
 08/16  05:00:00,0.153700754,0.06541156,0.219112315,0.010082874,0.055806882
 08/16  06:00:00,0.168602007,0.08484581,0.253447817,0.178009068,0.470412414
 08/16  07:00:00,0.218893907,0.109439254,0.328333161,0.349361754,1.033817574
 08/16  08:00:00,0.272088985,0.115001973,0.387090957,0.565483524,1.569389508
 08/16  09:00:00,0.429285976,0.118440819,0.547726795,0.798316464,2.01994512
 08/16  10:00:00,0.707566131,0.109439254,0.817005385,1.202445918,2.33310402
 08/16  11:00:00,0.849142547,0.118127012,0.967269559,1.45822512,2.52057807
 08/16  12:00:00,1.058474991,0.129668263,1.188143254,1.583994228,2.509034724
 08/16  13:00:00,1.328638857,0.11663048,1.445269337,1.50358401,2.292828696
 08/16  14:00:00,1.621774903,0.113218333,1.734993236,1.669768872,2.005508916
 08/16  15:00:00,1.904603346,0.129668263,2.034271609,1.454602026,1.593655812
 08/16  16:00:00,2.031137344,0.176405183,2.207542527,1.007697594,1.05785919
 08/16  17:00:00,2.363742707,0.253803796,2.617546504,0.58390794,0.467744244
 08/16  18:00:00,2.137979372,0.215016545,2.352995917,0.19126566,0.06544038
 08/16  19:00:00,1.752888772,0.143443455,1.896332227,0,0
 08/16  20:00:00,1.387456161,0.110983711,1.498439872,0,0
 08/16  21:00:00,1.132598353,0.096706534,1.229304886,0,0
 08/16  22:00:00,0.886509805,0.082547897,0.969057702,0,0
 08/16  23:00:00,0.663088398,0.07237235,0.735460749,0,0
 08/16  24:00:00,0.484835311,0.065988171,0.550823482,0,0
 08/17  01:00:00,0.348185982,0.064748776,0.412934758,0,0
 08/17  02:00:00,0.242515192,0.059173769,0.301688961,0,0
 08/17  03:00:00,0.170128663,0.057545261,0.227673924,0,0
